Número do empenho;Ano de exercício;Categoria do empenho;Data do empenho;Histórico do empenho;Valor do empenho;Valor liquidado R$;Valor pago R$
 2606; 2025; DIARIA; 16/04/2025; REFERENTE A 1/2 (MEIA) DIÁRIA A CIDADE DE LONDRINA-PR. TRANSPORTE DE PACIENTES.  VEÍCULO GOL (346) PLACA BEW-8I02 RD 824/2025.; R$ 75,00; R$ 75,00; R$ 75,00
 2605; 2025; DIARIA; 16/04/2025; REFERENTE A 1/2 (MEIA) DIÁRIA A CIDADE DE LONDRINA- PR. TRANSPORTE DE PACIENTES. VEÍCULO AMBULANCIA (333) PLACA BEZ-3H95 RD 823/2025.; R$ 75,00; R$ 75,00; R$ 75,00
 2604; 2025; DIARIA; 16/04/2025; REFERENTE A 1/2 (MEIA) DIÁRIA A CIDADE DE LONDRINA- PR. TRANSPORTE DE PACIENTES. VEÍCULO MICRO (267) PLACA BBP-1487 RD 822/2025.; R$ 75,00; R$ 75,00; R$ 75,00
 2603; 2025; DIARIA; 16/04/2025; REFERENTE A 1/2 (MEIA) DIÁRIA A CIDADE DE LONDRINA-  PR. TRANSPORTE DE PACIENTES. VEÍCULO VAN (329) PLACA BEV- 9G93 RD 821/2025.; R$ 75,00; R$ 75,00; R$ 75,00
 2602; 2025; DIARIA; 16/04/2025; REFERENTE A 1/2 (MEIA) DIÁRIA A CIDADE DE LONDRINA- PR. TRANSPORTE DE PACIENTES. VEÍCULO MICRO (267) PLACA BBP-1487 RD 820/2025.; R$ 75,00; R$ 75,00; R$ 75,00
 2601; 2025; DIARIA; 16/04/2025; REFERENTE A 1/2 (MEIA) DIÁRIA A CIDADE DE CURITIBA-PR. TRANSPORTE DE PACIENTES. VEÍCULO VAN (328) PLACA BEV - 9G92 RD 819/2025.; R$ 100,00; R$ 100,00; R$ 100,00
 2600; 2025; DIARIA; 16/04/2025;" REFERENTE A 1/2 (MEIA) DIÁRIA A CIDADE DE ARAPONGAS-PR. TRANSPORTE DE PACIENTES. VEÍCULO MICRO (231)
 PLACA AYQ-4460 RD 818/2025"; R$ 75,00; R$ 75,00; R$ 75,00
 2599; 2025; DIARIA; 16/04/2025; REFERENTE A 1/2 (MEIA) DIÁRIA A CIDADE DE ARAPONGAS -PR. TRANSPORTE DE PACIENTES. VEÍCULO POLO (368) PLACA SEZ-0E18. RD 817/2025.; R$ 75,00; R$ 75,00; R$ 75,00
 2598; 2025; DIARIA; 16/04/2025; REFERENTE A 1/2 (MEIA) DIÁRIA A CIDADE DE LONDRINA -PR. TRANSPORTE DE PACIENTES. VEÍCULO AMBULANCIA  (332) PLACA BEZ-3H94 RD 816/2025.; R$ 75,00; R$ 75,00; R$ 75,00
 2597; 2025; DIARIA; 16/04/2025; REFERENTE A 1/2 (MEIA) DIÁRIA A CIDADE DE LONDRINA-PR. TRANSPORTE DE PACIENTES. VEÍCULO AMBULANCIA ( 295)  PLACA BCY - 2B82 RD 815/2025; R$ 75,00; R$ 75,00; R$ 75,00
 2596; 2025; DIARIA; 16/04/2025;" REFERENTE A 1/2 (MEIA) DIÁRIA A CIDADE DE LONDRINA-PR. TRANSPORTE DE PACIENTES.  VEÍCULO POLO (374)
PLACA SEZ-0E26. RD 814/2025"; R$ 75,00; R$ 75,00; R$ 75,00
 2595; 2025; DIARIA; 16/04/2025; REFERENTE A 1/2 (MEIA) DIÁRIA A CIDADE DE LONDRINA-PR. TRANSPORTE DE PACIENTES. VEÍCULO SPIN ( 261)  PLACA BAW-6774 RD 813/2025; R$ 75,00; R$ 75,00; R$ 75,00
 2594; 2025; DIARIA; 16/04/2025; REFERENTE A 1/2 (MEIA) DIÁRIA A CIDADE DE LONDRINA-PR. TRANSPORTE DE PACIENTES. VEÍCULO GOL (349) PLACA BEW-8H85 RD 812/2025; R$ 75,00; R$ 75,00; R$ 75,00
 2593; 2025; DIARIA; 16/04/2025; REFERENTE A 1/2 (MEIA) DIÁRIA A CIDADE DE LONDRINA-PR. TRANSPORTE DE PACIENTES.  VEÍCULO GOL (346) PLACA BEW-8I02 RD 811/2025.; R$ 75,00; R$ 75,00; R$ 75,00
 2591; 2025; CREDOR; 14/04/2025; RESCISÃO DE CONTRATO DE TRABALHO.; R$ 2.613,82; R$ 2.613,82; R$ 2.613,82
 2590; 2025; DIARIA; 14/04/2025; REFERENTE A 1/2(MEIA) DIÁRIA A CIDADE DE LONDRINA - PR. TRANSPORTE DE PACIENTES. VEICULO POLO (369) PLACA  SEZ-0E19. RD 810/2025; R$ 75,00; R$ 75,00; R$ 75,00
 2589; 2025; DIARIA; 14/04/2025; REFERENTE A 1/2 (MEIA) DIÁRIA A CIDADE DE LONDRINA-PR. TRANSPORTE DE PACIENTES. VEÍCULO AMBULANCIA (333) PLACA BEZ-3H95 RD 809/2025; R$ 75,00; R$ 75,00; R$ 75,00
 2588; 2025; DIARIA; 14/04/2025;" REFERENTE A 1/2 (MEIA) DIÁRIA A CIDADE DE ARAPONGAS-PR. TRANSPORTE DE PACIENTES. VEÍCULO SPIN (261)
 PLACA BAW- 6774. RD 808/2025"; R$ 75,00; R$ 75,00; R$ 75,00
 2587; 2025; DIARIA; 14/04/2025; REFERENTE A 1/2 (MEIA) DIÁRIA A CIDADE DE LONDRINA-PR. TRANSPORTE DE PACIENTES.  VEÍCULO GOL (346) PLACA BEW-8I02 RD 807/2025.; R$ 75,00; R$ 75,00; R$ 75,00
 2586; 2025; DIARIA; 14/04/2025;" REFERENTE A 1/2 (MEIA) DIÁRIA A CIDADE DE LONDRINA-PR. TRANSPORTE DE PACIENTES.  VEÍCULO POLO (374)
PLACA SEZ-0E26. RD 806/2025"; R$ 75,00; R$ 75,00; R$ 75,00
 2585; 2025; DIARIA; 14/04/2025;" REFERENTE A 1/2 (MEIA) DIÁRIA A CIDADE DE LONDRINA-PR. TRANSPORTE DE PACIENTES.  VEÍCULO POLO (374)
PLACA SEZ-0E26. RD 805/2025"; R$ 75,00; R$ 75,00; R$ 75,00
 2584; 2025; DIARIA; 14/04/2025; REFERENTE A 1/2 (MEIA) DIÁRIA A CIDADE DE CURITIBA- PR. TRANSPORTE DE PACIENTES. VEÍCULO POLO (371) PLACA SEZ-0E21 RD 804/2025.; R$ 100,00; R$ 100,00; R$ 100,00
 2583; 2025; DIARIA; 14/04/2025; REFERENTE A 1/2 (MEIA) DIÁRIA A CIDADE DE ASSIS-SP. TRANSPORTE DE PACIENTES. VEÍCULO POLO (368) PLACA SEZ-0E18 RD 803/2025.; R$ 75,00; R$ 75,00; R$ 75,00
 2582; 2025; DIARIA; 14/04/2025; REFERENTE A 1/2 (MEIA) DIÁRIA A CIDADE DE BOTUCATU- SP. TRANSPORTE DE PACIENTES. VEÍCULO  POLO (372) PLACA SEZ  - 0E22 RD 802/2025; R$ 75,00; R$ 75,00; R$ 75,00
 2581; 2025; DIARIA; 14/04/2025; REFERENTE A 1/2 (MEIA) DIÁRIA A CIDADE DE LONDRINA-PR. TRANSPORTE DE PACIENTES.  VEÍCULO GOL (346) PLACA BEW-8I02 RD 801/2025.; R$ 75,00; R$ 75,00; R$ 75,00
 2580; 2025; DIARIA; 14/04/2025; REFERENTE A 1/2 (MEIA) DIÁRIA A CIDADE DE LONDRINA-PR. TRANSPORTE DE PACIENTES. VEÍCULO  POLO  (368) PLACA SEZ  - 0E18 RD 800/2025; R$ 75,00; R$ 75,00; R$ 75,00
 2579; 2025; DIARIA; 14/04/2025; REFERENTE A 1/2 (MEIA) DIÁRIA A CIDADE DE LONDRINA-PR. TRANSPORTE DE PACIENTES. VEÍCULO POLO (373) PLACA SEZ-0E25 RD 799/2025.; R$ 75,00; R$ 75,00; R$ 75,00
 2578; 2025; DIARIA; 14/04/2025;" REFERENTE A 1/2 (MEIA) DIÁRIA A CIDADE DE LONDRINA-PR. TRANSPORTE DE PACIENTES. VEÍCULO GOL ( 349)
 PLACA BEW- 8H85. RD 798/2025"; R$ 75,00; R$ 75,00; R$ 75,00
 2577; 2025; DIARIA; 14/04/2025; REFERENTE A 1/2 (MEIA) DIÁRIA A CIDADE DE LONDRINA-PR. TRANSPORTE DE PACIENTES. VEÍCULO POLO (371) PLACA SEZ-0E21 RD 797/2025; R$ 75,00; R$ 75,00; R$ 75,00
 2576; 2025; DIARIA; 14/04/2025; REFERENTE A 1/2 (MEIA) DIÁRIA A CIDADE DE LONDRINA-PR. TRANSPORTE DE PACIENTES. VEÍCULO  SPIN (261) PLACA BAW  - 6774 RD 796/2025; R$ 75,00; R$ 75,00; R$ 75,00
 2575; 2025; DIARIA; 14/04/2025; REFERENTE A 1/2 (MEIA) DIÁRIA A CIDADE DE JACAREZINHO  PR. TRANSPORTE DE PACIENTES. VEÍCULO SPIN (258) PLACA BAW- 6774 RD 795/2025.; R$ 75,00; R$ 75,00; R$ 75,00
 2574; 2025; DIARIA; 14/04/2025; REFERENTE A 1/2 (MEIA) DIÁRIA A CIDADE DE CAMPO LARGO-  PR. TRANSPORTE DE PACIENTES. VEÍCULO VAN (328) PLACA BEV- 9G92 RD 794/2025.; R$ 75,00; R$ 75,00; R$ 75,00
 2573; 2025; DIARIA; 14/04/2025; REFERENTE A 1/2 (MEIA) DIÁRIA A CIDADE DE CURITIBA- PR. TRANSPORTE DE PACIENTES. VEÍCULO POLO (372) PLACA SEZ-0E22 RD 793/2025.; R$ 100,00; R$ 100,00; R$ 100,00
 2572; 2025; DIARIA; 14/04/2025; REFERENTE A 1/2 (MEIA) DIÁRIA A CIDADE DE LONDRINA-PR. TRANSPORTE DE PACIENTES. VEÍCULO AMBULÂNCIA (333) PLACA BEZ-3H95 RD 792/2025; R$ 75,00; R$ 75,00; R$ 75,00
 2571; 2025; ADIANTAMENTO; 14/04/2025; ADIANTAMENTO REFERENTE À VIAGEM PARA CURITIBA-PR NO FÓRUM ESTADUAL ORDINÁRIO 2025 (UNDIME-PR); R$ 1.600,00; R$ 1.528,33; R$ 1.528,33
 2570; 2025; CREDOR; 14/04/2025; REFERENTE PROCESSO JUDICIAL - AUTOS N 0003640-27.2021.8.16.0075 - 1 VARA DA FAZENDA PÚBLICA DE CORNÉLIO PROCÓPIO.; R$ 1.474,86; R$ 1.474,86; R$ 1.474,86
 2569; 2025; CREDOR; 14/04/2025; REFERENTE PROCESSO JUDICIAL - AUTOS N 0004049-66.2022.8.16.0075 - IDELMA APARECIDA DE AGUIAR SANCHES.; R$ 3.176,24; R$ 3.176,24; R$ 3.176,24
 2568; 2025; CREDOR; 14/04/2025; REFERENTE PROCESSO JUDICIAL - AUTOS N 0015356-61.2015.8.16.0075 - 2 VARA DA FAZENDA PÚBLICA DE CORNÉLIO PROCÓPIO.; R$ 724,56; R$ 724,56; R$ 724,56
 2567; 2025; CREDOR; 14/04/2025; RESSARCIMENTO REFERENTE À DESPESA COM VIAGEM PARA A CIDADE DE LONDRINA-PR NO DIA 11/04/2025, PROVENIENTE DA DESPESA COM ESTACIONAMENTO.; R$ 60,00; R$ 60,00; R$ 60,00
 2566; 2025; DIARIA; 14/04/2025; REFERENTE A 1 E 1/2 (UMA E MEIA) DIÁRIAS A CIDADE DE CURITIBA- PR . TRATAR DE ASSUNTO INTERESSE DO MUNICIPIO E PARTICIPAR  DE AGENDA  NA SECRETARIA DE ESTADO DO TRABALHO - SETR. RD 791/2025; R$ 600,00; R$ 600,00; R$ 600,00
 2565; 2025; DIARIA; 14/04/2025; REFERENTE A 1 E 1/2 (UMA E MEIA) DIÁRIAS A CIDADE DE CURITIBA- PR . TRATAR DE ASSUNTO INTERESSE DO MUNICIPIO E PARTICIPAR  DE AGENDA  NA SECRETARIA DE ESTADO DO TRABALHO - SETR, SECRETARIA DO ESTADO E INDUSTRIA E COMERCIO - SEIC E NA SECRETARIA DE DESENVOLVIMENTO SUSTENTÁVEL. RD 790/2025; R$ 600,00; R$ 600,00; R$ 600,00
 2564; 2025; DIARIA; 14/04/2025; REFERENTE A 1 E  1/2 (UMA E MEIA) DIÁRIA PARA CIDADE DE CURITIBA PARA REUNIÃO RELACIONADA Á ASSUNTOS PERTINENTES, A BUSCA DE RECURSOS PARA A SECRETÁRIA DE CULTURA. RD 789/2025; R$ 900,00; R$ 900,00; R$ 900,00
 2563; 2025; DIARIA; 14/04/2025;" REFERENTE A 1 E 1/2 (UMA E MEIA) DIÁRIA A CIDADE DE CURITIBA-PR. TRATAR ASSUNTOS DE INTERESSE DO MUNICÍPIO .
 RD 788/2025."; R$ 1.447,50; R$ 1.447,50; R$ 1.447,50
 2555; 2025; CREDOR; 14/04/2025; Aquisição de Café torrado e moído para atender as necessidades da Secretaria de Administração, conforme Documento de Formalização de demanda - DFD em anexo.; R$ 12.502,00; R$ 12.502,00; R$ 12.502,00
 2554; 2025; PROCESSO; 14/04/2025; Aquisição dos leites especiais, para atender aos pacientes com necessidades nutricionais específicas, conforme solicitação da Secretaria de Saúde.; R$ 34.335,00; R$ 34.335,00; R$ 34.335,00
 2553; 2025; CREDOR; 11/04/2025; RESSARCIMENTO REFERENTE ÀS DESPESAS COM GASOLINA NO DIA 17/04/2025, O QUAL ESTEVE EM VIAGEM PARA A CIDADE DE CURITIBA-PR. PARA O TRANSPORTE DE PACIENTES PARA CONSULTAS DIVERSAS ESPECIALIDADES NAQUELA CIDADE, COM O VEÍCULO POLO (372), PLACA SEZ-0E22.; R$ 19,47; R$ 19,47; R$ 19,47
 2552; 2025; DIARIA; 11/04/2025; REFERENTE A 1/2 (MEIA) DIÁRIA A CIDADE DE ARAPONGAS-PR. TRANSPORTE DE PACIENTES. VEÍCULO SPIN (258) PLACA BAW 6778 RD 787/2025; R$ 75,00; R$ 75,00; R$ 75,00
 2551; 2025; DIARIA; 11/04/2025; REFERENTE A 1/2 (MEIA) DIÁRIA A CIDADE DE LONDRINA-PR. TRANSPORTE DE PACIENTES.  VEÍCULO POLO (370) PLACA SEZ-0E20. RD 786/2025; R$ 75,00; R$ 75,00; R$ 75,00
 2550; 2025; DIARIA; 11/04/2025; REFERENTE A 1/2 (MEIA) DIÁRIA A CIDADE DE LONDRINA-PR. TRANSPORTE DE PACIENTES.  VEÍCULO POLO (370) PLACA SEZ-0E20. RD 785/2025; R$ 75,00; R$ 75,00; R$ 75,00
 2549; 2025; DIARIA; 11/04/2025; REFERENTE A 1/2 (MEIA) DIÁRIA A CIDADE DE ARAPONGAS- PR. TRANSPORTE DE PACIENTES. VEÍCULO POLO  (371) PLACA SEZ-0E21 RD 784/2025.; R$ 75,00; R$ 75,00; R$ 75,00
 2548; 2025; DIARIA; 11/04/2025; REFERENTE A 1/2 (MEIA) DIÁRIA A CIDADE DE LONDRINA-PR. TRANSPORTE DE PACIENTES. VEÍCULO AMBULÂNCIA (333) PLACA BEZ - 3H95 RD 783/2025.; R$ 75,00; R$ 75,00; R$ 75,00
 2547; 2025; DIARIA; 11/04/2025; REFERENTE A 1/2 (MEIA) DIÁRIA A CIDADE DE LONDRINA-PR. TRANSPORTE DE PACIENTES. VEÍCULO MICRO (267) PLACA BBO-1487 RD 782/2025.; R$ 75,00; R$ 75,00; R$ 75,00
 2546; 2025; DIARIA; 11/04/2025; REFERENTE A 1/2 (MEIA) DIÁRIA A CIDADE DE LONDRINA-PR. TRANSPORTE DE PACIENTES. VEÍCULO VAN ( 329)  PLACA BEV-9G93 RD 781/2025; R$ 75,00; R$ 75,00; R$ 75,00
 2545; 2025; DIARIA; 11/04/2025; REFERENTE A 1/2 (MEIA) DIÁRIA A CIDADE DE LONDRINA- PR. TRANSPORTE DE PACIENTES.  VEÍCULO AMBULÂNCIA (332) PLACA BEZ- 3H94 RD 780/2025.; R$ 75,00; R$ 75,00; R$ 75,00
 2544; 2025; DIARIA; 11/04/2025; REFERENTE A 1/2 (MEIA) DIÁRIA A CIDADE DE CURITIBA-  PR. TRANSPORTE DE PACIENTES. VEÍCULO VAN (328) PLACA BEV- 9G92 RD 779/2025.; R$ 100,00; R$ 100,00; R$ 100,00
 2543; 2025; PROCESSO; 11/04/2025; CONTRATAÇÃO DE SEGURO VEICULAR PARA VEICULO VW/VIRTUS-BCW 7H53, ANO 2018/MODELO2019. Vigência 24/04/2025 até 23/04/2026, conforme solicitação do Departamento de Administração.; R$ 1.317,00; R$ 1.317,00; R$ 1.317,00
 2540; 2025; DIARIA; 11/04/2025; REFERENTE A 1/2 (MEIA) DIÁRIA A CIDADE DE LONDRINA-PR. TRANSPORTE DE PACIENTES. VEÍCULO  POLO  (371) PLACA SEZ  - 0E21 RD 778/2025; R$ 75,00; R$ 75,00; R$ 75,00
 2539; 2025; DIARIA; 11/04/2025; REFERENTE A 1/2 (MEIA) DIÁRIA A CIDADE DE LONDRINA-PR. TRANSPORTE DE PACIENTES. VEÍCULO SPIN (261) PLACA BAW-6774 RD 777/2025.; R$ 75,00; R$ 75,00; R$ 75,00
 2538; 2025; DIARIA; 11/04/2025; REFERENTE A 1/2 (MEIA) DIÁRIA A CIDADE DE LONDRINA-PR. TRANSPORTE DE PACIENTES.  VEÍCULO GOL (346) PLACA BEW-8I02 RD 776/2025.; R$ 75,00; R$ 75,00; R$ 75,00
 2537; 2025; DIARIA; 11/04/2025;" REFERENTE A 1/2 (MEIA) DIÁRIA A CIDADE DE LONDRINA-PR. TRANSPORTE DE PACIENTES. VEÍCULO GOL ( 349)
 PLACA BEW- 8H85. RD 775/2025"; R$ 75,00; R$ 75,00; R$ 75,00
 2536; 2025; DIARIA; 11/04/2025; REFERENTE A 1/2 (MEIA) DIÁRIA A CIDADE DE JACAREZINHO-PR. TRANSPORTE DE PACIENTES. VEÍCULO  POLO  (372) PLACA SEZ  - 0E22 RD 774/2025; R$ 75,00; R$ 75,00; R$ 75,00
 2535; 2025; DIARIA; 11/04/2025; REFERENTE A 1/2 (MEIA) DIÁRIA A CIDADE DE ARAPONGAS-PR. TRANSPORTE DE PACIENTES. VEÍCULO POLO (368) PLACA SEZ-0E18 RD 773/2025.; R$ 75,00; R$ 75,00; R$ 75,00
 2534; 2025; DIARIA; 11/04/2025; REFERENTE A 1/2 (MEIA) DIÁRIA A CIDADE DE LONDRINA-PR. TRANSPORTE DE PACIENTES.  VEÍCULO POLO (370) PLACA SEZ-0E20. RD 772/2025; R$ 75,00; R$ 75,00; R$ 75,00
 2533; 2025; DIARIA; 11/04/2025;" REFERENTE A 1/2 (MEIA) DIÁRIA A CIDADE DE ARAPONGAS-PR. TRANSPORTE DE PACIENTES. VEÍCULO VAN ( 328)
 PLACA BEV- 9G92. RD 771/2025"; R$ 75,00; R$ 75,00; R$ 75,00
 2532; 2025; DIARIA; 11/04/2025; REFERENTE A 1/2 (MEIA) DIÁRIA A CIDADE DE ARAPONGAS-PR. TRANSPORTE DE PACIENTES. VEÍCULO GOL (349) PLACA BEW 8H85 RD 770/2025; R$ 75,00; R$ 75,00; R$ 75,00
 2531; 2025; DIARIA; 11/04/2025; REFERENTE A 1/2 (MEIA) DIÁRIA A CIDADE DE JACAREZINHO-PR. TRANSPORTE DE PACIENTES. VEÍCULO MICRO (231) PLACA AYQ-4460 RD 769/2025.; R$ 75,00; R$ 75,00; R$ 75,00
 2530; 2025; DIARIA; 11/04/2025; REFERENTE A 1/2 (MEIA) DIÁRIA A CIDADE DE MARINGA-PR. TRANSPORTE DE PACIENTES. VEÍCULO  POLO  (372) PLACA SEZ  - 0E22 RD 768/2025; R$ 75,00; R$ 75,00; R$ 75,00
 2529; 2025; DIARIA; 11/04/2025; REFERENTE A 1/2 (MEIA) DIÁRIA A CIDADE DE CURITIBA- PR. TRANSPORTE DE PACIENTES. VEÍCULO POLO (368) PLACA SEZ-0E18 RD 767/2025.; R$ 100,00; R$ 100,00; R$ 100,00
 2528; 2025; CREDOR; 11/04/2025; RESCISÃO DE CONTRATO DE TRABALHO.; R$ 11.220,39; R$ 11.220,39; R$ 11.220,39
 2527; 2025; CREDOR; 11/04/2025; RESSARCIMENTO REFERENTE ÀS DESPESAS COM COMBUSTÍVEIS DO DIA 28/03/2025, O QUAL ESTEVE EM VIAGEM PARA A CIDADE DE CURITIBA-PR. PARA O TRANSPORTES DE PACIENTES PARA CONSULTAS DE DIVERSAS ESPECIALIDADES, COM O VEÍCULO POLO (329), PLACA BEV-9G93.; R$ 153,00; R$ 153,00; R$ 153,00
 2526; 2025; CREDOR; 11/04/2025; RESSARCIMENTO REFERENTE ÀS DESPESAS COM COMBUSTÍVEIS DO DIA 19/03/2025, O QUAL ESTEVE EM VIAGEM PARA A CIDADE DE CURITIBA-PR. PARA O TRANSPORTE DE PACIENTES PARA CONSULTAS DE DIVERSAS ESPECIALIDADES NAQUELA CIDADE, COM VEÍCULO POLO (372), PLACA SEZ-0E22; R$ 64,90; R$ 64,90; R$ 64,90
 2525; 2025; CREDOR; 11/04/2025; RESSARCIMENTO REFERENTE ÀS DESPESAS COM COMBUSTÍVEIS E PEDÁGIOS DO DIA 26/03/2025, O QUAL ESTEVE EM VIAGEM PARA A CIDADE DE SOROCABA-SP. PARA BUSCAR UMA AMBULÂNCIA 0 KM DO SAMU, COM O VEÍCULO POLO (371), PLACA SEZ-0E21.; R$ 90,10; R$ 90,10; R$ 90,10
 2524; 2025; CREDOR; 11/04/2025; RESSARCIMENTO REFERENTE ÀS DESPESAS COM COMBUSTÍVEIS E PEDÁGIOS DO DIA 26/03/2025, O QUAL ESTEVE EM VIAGEM PARA A CIDADE DE SOROCABA-SP. PARA BUSCAR UMA AMBULÂNCIA 0 KM DO SAMU, COM O VEÍCULO POLO (371), PLACA SEZ-0E21.; R$ 250,00; R$ 250,00; R$ 250,00
 2523; 2025; CREDOR; 11/04/2025; RESSARCIMENTO REFERENTE ÀS DESPESAS COM COMBUSTÍVEIS NO DIA 12/02/2025, O QUAL ESTEVE EM VIAGEM PARA A CIDADE DE CURITIBA. PARA O TRANSPORTE DE PACIENTE PARA CONSULTAS DIVERSAS ESPECIALIDADES NAQUELA CIDADE, COM O VEÍCULO AMBULÂNCIA (333), PLACA BEZ-3H95.; R$ 135,01; R$ 135,01; R$ 135,01
 2522; 2025; CREDOR; 11/04/2025; RESSARCIMENTO REFERENTE ÀS DESPESAS COM COMBUSTÍVEIS REALIZADAS NO DIA 07/03/2025, O QUAL ESTEVE EM VIAGEM PARA A CIDADE DE CURITIBA-PR. PARA O TRANSPORTE DE PACIENTES PARA CONSULTAS DE DIVERSAS ESPECIALIDADES NAQUELA CIDADE, COM O VEÍCULO POLO (372), PLACAS SEZ-0E22; R$ 12,18; R$ 12,18; R$ 12,18
 2521; 2025; CREDOR; 11/04/2025; RESSARCIMENTO REFERENTE À DESPESA COM PEDÁGIO REALIZADA NO DIA 26/02/2025, O QUAL ESTEVE EM VIAGEM PARA A CIDADE DE ASSIS-SP.; R$ 12,50; R$ 12,50; R$ 12,50
 2520; 2025; CREDOR; 11/04/2025; RESSARCIMENTO REFERENTE ÀS DESPESAS COM COMBUSTÍVEIS REALIZADAS NO DIA 28/03/2025, O QUAL ESTEVE EM VIAGEM PARA A CIDADE DE BAURU-SP. PARA TRANSPORTE DE PACIENTES PARA CONSULTAS DE DIVERSAS ESPECIALIDADES NAQUELA CIDADE, COM O VEÍCULO GOL (346), PLACA BEW-8102; R$ 57,80; R$ 57,80; R$ 57,80
 2519; 2025; CREDOR; 11/04/2025; RESSARCIMENTO REFERENTE ÀS DESPESAS DE PEDÁGIO NO DIA 17/03/2025, O QUAL ESTEVE EM VIAGEM PARA A CIDADE DE SÃO PAULO-SP. PARA TRANSPORTE DE PACIENTES PARA CONSULTAS DE DIVERSAS ESPECIALIDADES NAQUELA CIDADE, COM VEÍCULO POLO (372), PLACA SEZ-0E22.; R$ 57,80; R$ 57,80; R$ 57,80
 2518; 2025; CREDOR; 11/04/2025; RESSARCIMENTO REFERENTE ÀS DESPESAS DE PEDÁGIO NO DIA 20/02/2025, O QUAL ESTEVE EM VIAGEM PARA A CIDADE DE SÃO PAULO-SP. PARA TRANSPORTE DE PACIENTES PARA CONSULTAS DE DIVERSAS ESPECIALIDADES NAQUELA CIDADE, COM VEÍCULO POLO (368), PLACA SEZ-0E18.; R$ 58,60; R$ 58,60; R$ 58,60
 2517; 2025; PROCESSO; 11/04/2025; SERVIÇO DE VIDRAÇARIA, PARA ATENDER UBS JARDIM PANORAMA, CONFORME SOLICITAÇÃO N131; R$ 134,06; R$ 134,06; R$ 134,06
 2516; 2025; PROCESSO; 11/04/2025; AQUISIÇÃO DE FITA ADESIVA E RODO VEDA, PARA ATENDER UBS CONJ. VITOR DANTAS E VILA SÃO PEDRO, CONFORME SOLICITAÇÃO N119; R$ 126,00; R$ 126,00; R$ 126,00
 2513; 2025; CREDOR; 10/04/2025; REFERENTE PROCESSO JUDICIAL - AUTOS N 0009063-60.2024.8.16.0075 - JULIA MARIA DO PRAZO DE MARI.; R$ 6.580,00; R$ 0,00; R$ 0,00
 2512; 2025; CREDOR; 10/04/2025; REFERENTE PROCESSO JUDICIAL - AUTOS N 0009063-60.2024.8.16.0075 - JULIA MARIA DO PRAZO DE MARI.; R$ 6.580,00; R$ 6.580,00; R$ 6.580,00
 2511; 2025; CREDOR; 10/04/2025; REFERENTE PROCESSO JUDICIAL - AUTOS N 0003538-05.2021.8.16.0075 - HENRIQUE DE SOUZA MATOS.; R$ 600,00; R$ 600,00; R$ 600,00
 2510; 2025; CREDOR; 10/04/2025; REFERENTE PROCESSO JUDICIAL - AUTOS N 0004069-57.2022.8.16.0075 - IDELMA APARECIDA AGUIAR SANCHES.; R$ 2.000,43; R$ 2.000,43; R$ 2.000,43
 2509; 2025; CREDOR; 10/04/2025; REFERENTE PROCESSO JUDICIAL - AUTOS N 0003912-84.2022.8.16.0075 - IDELMA APARECIDA AGUIAR SANCHES.; R$ 1.920,71; R$ 1.920,71; R$ 1.920,71
 2508; 2025; CREDOR; 10/04/2025; REFERENTE PROCESSO JUDICIAL - AUTOS N 0005435-97.2023.8.16.0075 - REGINALDO GOMES.; R$ 2.484,78; R$ 2.484,78; R$ 2.484,78
 2507; 2025; CREDOR; 10/04/2025; REFERENTE PROCESSO JUDICIAL - AUTOS N 0005133-73.2020.8.16.0075 - 1 VARA DA FAZENDA PÚBLICA DE CORNÉLIO PROCÓPIO.; R$ 1.733,61; R$ 1.733,61; R$ 1.733,61
 2506; 2025; CREDOR; 10/04/2025; REFERENTE PROCESSO JUDICIAL - AUTOS N 0003419-44.2021.8.16.0075 - 1 VARA DA FAZENDA PÚBLICA DE CORNÉLIO PROCÓPIO.; R$ 1.235,01; R$ 1.235,01; R$ 1.235,01
 2505; 2025; CREDOR; 10/04/2025; REFERENTE PROCESSO JUDICIAL - AUTOS N 0002032-23.2023.8.16.0075 - IDELMA APARECIDA DE AGUIAR SANCHES.; R$ 2.851,17; R$ 2.851,17; R$ 2.851,17
 2504; 2025; CREDOR; 10/04/2025; REFERENTE PROCESSO JUDICIAL - AUTOS N 0003894-63.2022.8.16.0075 - IDELMA APARECIDA DE AGUIAR SANCHES.; R$ 1.936,48; R$ 1.936,48; R$ 1.936,48
 2503; 2025; CREDOR; 10/04/2025; REFERENTE PROCESSO JUDICIAL - AUTOS N 0003948-29.2022.8.16.0075 - IDELMA APARECIDA DE AGUIAR SANCHES.; R$ 2.362,86; R$ 2.362,86; R$ 2.362,86
 2502; 2025; CREDOR; 10/04/2025; REFERENTE PROCESSO JUDICIAL - AUTOS N 0003925-83.2022.8.16.0075 - IDELMA APARECIDA DE AGUIAR SANCHES.; R$ 2.048,07; R$ 2.048,07; R$ 2.048,07
 2501; 2025; PROCESSO; 10/04/2025; CONFECÇÃO DE PRÓTESES DENTÁRIAS, PARA ATENDER CEO, CONFORME OFICIO N12; R$ 24.035,00; R$ 24.035,00; R$ 24.035,00
